"","formatted_address","province","citycode","city","district","adcode","lng","lat","Name","keyword","lng_wgs84","lat_wgs84","height"
"115","江苏省苏州市姑苏区历史文化街区","江苏省",512,"SZ","姑苏区",320508,120.633138,31.31718,"苏州平江历史文化街区","平江",120.628944992193,31.3193357000628,6
"116","江苏省苏州市张家港市张家港市凤凰山景区","江苏省",512,"SZ","张家港市",320582,120.646561,31.76873,"张家港凤凰山景区","凤凰山",120.642309654437,31.7708181198012,74
"117","江苏省苏州市虎丘区太湖国家湿地公园","江苏省",512,"SZ","虎丘区",320505,120.359542,31.32421,"苏州太湖国家湿地公园","苏州太湖国家湿地",120.3548780609,31.3260569867389,1
"118","江苏省苏州市常熟市蒋巷","江苏省",512,"SZ","常熟市",320581,120.96787,31.504674,"常熟蒋巷乡村旅游景区","蒋巷",120.963576830983,31.5067077275275,2
"119","江苏省淮安市清江浦区古淮河文化生态景区","江苏省",517,"HA","清江浦区",320812,119.090455,33.61095,"淮安古淮河文化生态景区","古淮河",119.084824950708,33.6122053038179,6
"120","江苏省淮安市盱眙县军军部纪念馆","江苏省",517,"HA","盱眙县",320830,118.750159,32.88605,"盱眙黄花塘新四军军部纪念馆","黄花塘",118.744855396281,32.8879348088856,39
"121","江苏省淮安市淮安区淮安府署","江苏省",517,"HA","淮安区",320803,119.14577,33.51078,"淮安府署","淮安府署",119.14019740231,33.5121180487412,9
"122","江苏省盐城市亭湖区新四军纪念馆","江苏省",515,"YC","亭湖区",320902,120.161567,33.38966,"盐城新四军纪念馆","盐城新四军",120.156613893834,33.3910705366977,2
"123","江苏省扬州市广陵区茱萸湾风景区","江苏省",514,"YZ","广陵区",321002,119.488737,32.43316,"扬州茱萸湾风景区","茱萸湾",119.483454977356,32.4351834916512,15
"124","江苏省镇江市润州区历史文化街区","江苏省",511,"ZJ","润州区",321111,119.430351,32.21548,"镇江西津渡历史文化街区","西津渡",119.424911374835,32.2173679326582,9
"125","江苏省泰州市姜堰区溱潼","江苏省",523,"TZ","姜堰区",321204,120.083139,32.64218,"姜堰溱潼古镇旅游区","溱潼",120.078109348027,32.6439934067156,2
"126","江苏省南京市鼓楼区森林动物园","江苏省",25,"NJ","鼓楼区",320106,118.799327,32.09528,"南京红山森林动物园","红山",118.794144459322,32.0973669449097,14
"127","江苏省南京市高淳区高淳老街","江苏省",25,"NJ","高淳区",320118,118.869265,31.31952,"南京高淳老街历史文化景区","高淳老街",118.864286735702,31.32170429887,17
"128","江苏省无锡市新吴区鸿山泰伯景区","江苏省",510,"WX","新吴区",320214,120.488323,31.5492,"无锡鸿山泰伯景区","泰伯",120.483839485399,31.5511080675528,12
"129","江苏省无锡市宜兴市宜兴","江苏省",510,"WX","宜兴市",320282,119.783866,31.251112,"宜兴张公洞旅游景区","张公洞",119.778938498577,31.2531679972705,61
"130","江苏省徐州市新沂市新沂","江苏省",516,"XZ","新沂市",320381,118.07264,34.176728,"新沂窑湾古镇景区","窑湾",118.0668263081,34.1778644042169,28
"131","江苏省常州市武进区环球动漫嬉戏谷","江苏省",519,"CZ","武进区",320412,120.047263,31.50044,"常州环球动漫嬉戏谷","嬉戏谷",120.042366255517,31.502267005025,13
"132","江苏省苏州市吴中区太湖旅游区","江苏省",512,"SZ","吴中区",320506,120.444477,31.218901,"苏州吴中太湖旅游区","吴中太湖",120.439873739969,31.2207956953625,3
"133","江苏省苏州市太仓市现代农业园","江苏省",512,"SZ","太仓市",320585,121.174596,31.54613,"太仓现代农业园","太仓现代农业",121.170050432246,31.5479739267962,1
"134","江苏省南通市如皋市水绘园景区","江苏省",513,"NT","如皋市",320682,120.570074,32.3953,"如皋水绘园景区","水绘园",120.565784955743,32.3975113582336,8
"135","江苏省南通市海门市国际家纺馆家纺产业旅游区","江苏省",513,"NT","海门市",320684,121.083578,31.96522,"海门叠石桥国际家纺馆・家纺产业旅游区","家纺",121.078904925061,31.9670191288076,5
"136","江苏省南通市如皋市中国工农红军第十四军纪念馆","江苏省",513,"NT","如皋市",320682,120.592057,32.38616,"如皋中国工农红军第十四军纪念馆","第十四军",120.587794199822,32.3883881872162,5
"137","江苏省连云港市灌云县大伊山风景区","江苏省",518,"LYG","灌云县",320723,119.23893,34.31355,"灌云大伊山风景区","大伊山",119.233443419977,34.3147806199067,134
"138","江苏省连云港市","江苏省",518,"LYG","list()",320700,118.680306,34.602567,"连云港东海羽泉景区","羽泉",118.67492937779,34.6036998364582,37
"139","江苏省淮安市淮安区中国漕运博物馆","江苏省",517,"HA","淮安区",320803,119.145023,33.50713,"淮安中国漕运博物馆景区","漕运",119.139449349965,33.5084685200171,12
"140","江苏省扬州市广陵区历史文化旅游区","江苏省",514,"YZ","广陵区",321002,119.452683,32.39793,"扬州东关历史文化旅游区","东关",119.447278606359,32.3998624271923,9
"141","江苏省镇江市京口区焦山","江苏省",511,"ZJ","京口区",321102,119.484063,32.23905,"镇江金山・焦山・北固山景区","金山焦山北固山",119.478781253247,32.2410594894602,52
"142","江苏省镇江市丹徒区中国醋文化博物馆","江苏省",511,"ZJ","丹徒区",321112,119.479579,32.10376,"镇江中国醋文化博物馆","醋文化",119.474293014913,32.1057348922362,20
"143","江苏省宿迁市泗阳县杨树博物馆","江苏省",527,"SQ","泗阳县",321323,118.689791,33.68025,"泗阳杨树博物馆","杨树",118.684485190428,33.6817332075656,24
"144","江苏省宿迁市宿豫区湖滨公园","江苏省",527,"SQ","宿豫区",321311,118.272683,34.05282,"宿迁湖滨公园景区","宿迁湖滨公园",118.267169706267,34.0541489095025,23
"145","江苏省苏州市常熟市沙家浜","江苏省",512,"SZ","常熟市",320581,120.798127,31.548807,"苏州沙家浜・虞山尚湖旅游区","沙家浜虞山尚湖",120.793787422243,31.5507862004871,4
"146","江苏省南京市浦口区珍珠泉风景区","江苏省",25,"NJ","浦口区",320111,118.663018,32.124457,"南京珍珠泉风景区","珍珠泉",118.657918358404,32.1266203178316,27
"147","江苏省无锡市新吴区中华赏石园","江苏省",510,"WX","新吴区",320214,120.509633,31.50247,"无锡中华赏石园景区","赏石园",120.505236663105,31.5044473986651,9
"148","江苏省徐州市鼓楼区龟山景区","江苏省",516,"XZ","鼓楼区",320302,117.138295,34.30726,"徐州龟山景区","龟山",117.132440735083,34.308379886976,54
"149","江苏省苏州市吴中区天平山景区","江苏省",512,"SZ","吴中区",320506,120.502977,31.28774,"苏州天平山景区","天平山",120.498572827868,31.2897577947578,45
"150","江苏省苏州市虎丘区石湖景区","江苏省",512,"SZ","虎丘区",320505,120.598128,31.24293,"苏州石湖景区","石湖",120.593962484922,31.2451416971829,8
"151","江苏省苏州市虎丘区中国刺绣艺术馆","江苏省",512,"SZ","虎丘区",320505,120.345241,31.33452,"苏州中国刺绣艺术馆","刺绣",120.340595068628,31.3363872679881,8
"152","江苏省连云港市","江苏省",518,"LYG","list()",320700,119.225581,34.593995,"连云港革命历史纪念馆","连云港革命",119.22005431037,34.5950358388322,2
"153","江苏省盐城市阜宁县金沙湖旅游区","江苏省",515,"YC","阜宁县",320923,119.80316,33.71892,"阜宁金沙湖旅游区","金沙湖",119.798052648191,33.7203603184868,0
"154","江苏省徐州市云龙区徐州博物馆","江苏省",516,"XZ","云龙区",320303,117.186093,34.25058,"徐州市博物馆","徐州市博物馆",117.180322944368,34.2518086141527,41
"155","江苏省徐州市贾汪区蟠桃佛教文化景区","江苏省",516,"XZ","贾汪区",320305,117.266537,34.29538,"徐州蟠桃山佛教文化景区","蟠桃山",117.260800831908,34.2966508795307,61
"156","江苏省连云港市","江苏省",518,"LYG","list()",320700,119.427938,34.704747,"连云港海上云台山景区","海上云台山",119.422242770884,34.7055260649263,35
"157","江苏省淮安市淮安区吴承恩故居","江苏省",517,"HA","淮安区",320803,119.138706,33.52792,"淮安吴承恩故居景区","吴承恩",119.133118843128,33.5292394876166,7
"158","江苏省南京市溧水区白马村","江苏省",25,"NJ","溧水区",320117,119.188863,31.56939,"南京白马如意文化艺术中心（周园）","白马如意",119.183570334723,31.5712886467465,24
"159","江苏省南京市玄武区南京博物院","江苏省",25,"NJ","玄武区",320102,118.825147,32.04078,"南京博物院","南京博物院",118.820021125843,32.0429006922773,19
"160","江苏省无锡市梁溪区景区","江苏省",510,"WX","梁溪区",320213,120.30899,31.56656,"无锡南禅寺景区","南禅寺",120.304378971062,31.5684456443931,10
"161","江苏省无锡市梁溪区古运河景区","江苏省",510,"WX","梁溪区",320213,120.311399,31.56211,"无锡清名桥古运河景区","清名桥",120.306784981878,31.5639916519712,9
"162","江苏省无锡市宜兴市中国宜兴陶瓷博物馆","江苏省",510,"WX","宜兴市",320282,119.830582,31.25941,"宜兴陶瓷博物馆","陶瓷",119.825782368621,31.2615396377923,20
"163","江苏省无锡市宜兴市宜兴","江苏省",510,"WX","宜兴市",320282,119.586753,31.238585,"宜兴云湖旅游景区","云湖",119.58188046911,31.2408109199101,110
"164","江苏省无锡市锡山区荡口古镇景区","江苏省",510,"WX","锡山区",320205,120.553211,31.52528,"无锡荡口古镇景区","荡口",120.548958344337,31.5273655191844,10
"165","江苏省无锡市惠山区桃花源景区","江苏省",510,"WX","惠山区",320206,120.106222,31.59423,"无锡阳山桃花源景区","桃花源",120.101304282057,31.5959924309991,5
"166","江苏省徐州市沛县沛县汉城景区","江苏省",516,"XZ","沛县",320322,116.929501,34.72997,"沛县汉城景区","汉城",116.924110769309,34.7311079080183,33
"167","江苏省徐州市贾汪区潘安湖湿地公园","江苏省",516,"XZ","贾汪区",320305,117.35548,34.3579,"徐州潘安湖湿地公园","潘安湖",117.349538722814,34.3590008984336,28
"168","江苏省徐州市贾汪区大洞山景区","江苏省",516,"XZ","贾汪区",320305,117.513215,34.415233,"徐州大洞山景区","大洞山",117.507460184344,34.416482324016,330
"169","江苏省徐州市沛县微山湖千岛湿地","江苏省",516,"XZ","沛县",320322,116.974424,34.81889,"沛县微山湖千岛湿地","微山湖",116.968885766365,34.8198431372302,38
"170","江苏省徐州市泉山区徐州乐园","江苏省",516,"XZ","泉山区",320311,117.124951,34.227724,"徐州乐园","徐州乐园",117.119091720311,34.2288600085131,33
"171","江苏省常州市钟楼区南大街","江苏省",519,"CZ","钟楼区",320404,119.953246,31.77493,"常州南大街休闲旅游区","南大街",119.948540864213,31.7770170273834,8
"172","江苏省常州市武进区中华","江苏省",519,"CZ","武进区",320412,120.070366,31.476667,"常州中华孝道园","中华孝道",120.065445718107,31.4784581733072,14
"173","江苏省苏州市吴江区震泽","江苏省",512,"SZ","吴江区",320509,120.509538,30.91235,"吴江震泽古镇","震泽",120.505190431324,30.9145884296877,9
"174","江苏省苏州市张家港市香山风景区","江苏省",512,"SZ","张家港市",320582,120.394318,31.92982,"张家港香山风景区","香山",120.389581598402,31.9316184907265,100
"175","江苏省苏州市吴中区光福景区","江苏省",512,"SZ","吴中区",320506,120.371254,31.28717,"苏州光福景区","光福",120.366581699022,31.2890151657278,9
"176","江苏省苏州市张家港市张家港","江苏省",512,"SZ","张家港市",320582,120.717812,31.842377,"张家港永联景区","永联",120.713420831518,31.8443550606518,0
"177","江苏省南通市海安县江淮文化园","江苏省",513,"NT","海安县",320621,120.463629,32.55683,"海安江淮文化园","江淮文化",120.458966602471,32.5587434455064,2
"178","江苏省连云港市灌南县神文化遗迹公园","江苏省",518,"LYG","灌南县",320724,119.332767,34.11705,"灌南二郎神文化遗迹公园","二郎神",119.327190271059,34.1182501283496,3
"179","江苏省连云港市海州区桃花涧景区","江苏省",518,"LYG","海州区",320706,119.147292,34.54802,"连云港桃花涧景区","桃花涧",119.141615563335,34.5489711683772,296
"180","江苏省淮安市清江浦区文化长廊","江苏省",517,"HA","清江浦区",320812,119.0398,33.59085,"淮安里运河文化长廊景区","里运河",119.034262910486,33.5921858876072,15
"181","江苏省盐城市射阳县息心寺","江苏省",515,"YC","射阳县",320924,120.342161,33.78861,"射阳息心寺","息心寺",120.337297850639,33.7898528517783,7
"182","江苏省盐城市东台市旅游文化景区","江苏省",515,"YC","东台市",320981,120.28873,32.83547,"东台西溪旅游文化景区","西溪",120.284030140176,32.8373343328541,2
"183","江苏省镇江市丹徒区中国米芾书法公园","江苏省",511,"ZJ","丹徒区",321112,119.387557,32.126459,"镇江中国米芾书法公园","米芾",119.382097808184,32.1283197094328,79
"184","江苏省泰州市兴化市水上森林景区","江苏省",523,"TZ","兴化市",321281,119.73287,33.02966,"兴化李中水上森林景区","水上森林",119.727721655814,33.0314361998333,0
"185","江苏省泰州市海陵区天德湖公园","江苏省",523,"TZ","海陵区",321202,119.922808,32.42292,"泰州天德湖公园","天德湖",119.918074780907,32.425147020869,7
"186","江苏省泰州市兴化市郑板桥","江苏省",523,"TZ","兴化市",321281,119.844227,32.93507,"兴化郑板桥范仲淹纪念馆","郑板桥",119.839318167411,32.9370287419005,8
"187","江苏省泰州市姜堰区姜堰","江苏省",523,"TZ","姜堰区",321204,120.151957,32.509198,"姜堰古罗塘文化旅游景区","古罗塘",120.147057160427,32.5111008415573,7
"188","江苏省宿迁市宿城区项王故里","江苏省",527,"SQ","宿城区",321302,118.301921,33.9376,"宿迁项王故里","项王故里",118.296386448025,33.9389175163772,19
"189","江苏省南京市高淳区游子山","江苏省",25,"NJ","高淳区",320118,119.02154,31.34982,"南京游子山休闲旅游区","游子山",119.01627645025,31.3517642201718,41
"190","江苏省无锡市","江苏省",510,"WX","list()",320200,120.277052,31.469386,"无锡华莱坞影都","华莱坞",120.272479997711,31.4713299679088,10
"191","江苏省徐州市","江苏省",516,"XZ","list()",320300,117.5578,34.447129,"徐州督公湖旅游区","督公湖",117.552173302578,34.4484675883305,51
"192","江苏省徐州市睢宁县睢宁","江苏省",516,"XZ","睢宁县",320324,117.893957,33.923997,"睢宁水月禅寺景区","水月禅寺",117.888509014591,33.9255549795808,24
"193","江苏省徐州市铜山区吕梁悬水湖景区","江苏省",516,"XZ","铜山区",320312,117.482042,34.15774,"徐州悬水湖景区","悬水湖",117.476204368221,34.1590100780806,43
"194","江苏省常州市溧阳市新四军江南指挥部纪念馆","江苏省",519,"CZ","溧阳市",320481,119.343019,31.50773,"溧阳市新四军江南指挥部纪念馆","江南指挥部",119.337676880824,31.5095731624263,4
"195","江苏省苏州市吴中区天池山景区","江苏省",512,"SZ","吴中区",320506,120.481128,31.29471,"苏州天池山景区","天池山",120.476638559203,31.2966602220991,132
"196","江苏省苏州市太仓市沙溪","江苏省",512,"SZ","太仓市",320585,121.070907,31.55699,"太仓沙溪古镇","沙溪",121.066285975091,31.5587548510983,3
"197","江苏省苏州市常熟市聚沙公园","江苏省",512,"SZ","常熟市",320581,120.877648,31.70541,"常熟梅李聚沙公园","梅李聚沙",120.873444139797,31.7075199758456,12
"198","江苏省南通市崇川区啬园","江苏省",513,"NT","崇川区",320602,120.908403,31.96615,"南通啬园景区","啬园",120.904187232445,31.9683168111039,4
"199","江苏省连云港市东海县中国东海水晶博物馆","江苏省",518,"LYG","东海县",320722,118.740161,34.53884,"中国东海水晶博物馆","水晶博物馆",118.734696795846,34.5399462308231,16
"200","江苏省淮安市","江苏省",517,"HA","list()",320800,119.149765,33.514983,"淮安周恩来故里景区","周恩来故里",119.144199802672,33.5163257444742,4
"201","江苏省扬州市仪征市新四","江苏省",514,"HA","涟水县",321081,118.9743,33.808995,"新四军刘老庄连纪念园","刘老庄",118.968972608465,33.8104521223134,8
"202","江苏省淮安市洪泽区古堰景区","江苏省",517,"HA","洪泽区",320813,118.83515,33.282657,"淮安洪泽湖古堰景区","古堰",118.829929187869,33.2843755118076,20
"203","江苏省盐城市大丰区港海洋世界","江苏省",515,"YC","大丰区",320904,120.725786,33.223582,"大丰港海洋世界","大丰港海洋世界",120.72126505301,33.2252112080572,2
"204","江苏省盐城市大丰区荷兰花海景区","江苏省",515,"YC","大丰区",320904,120.434143,33.26679,"大丰荷兰花海景区","荷兰花海",120.42933209095,33.2682224098599,2
"205","江苏省扬州市高邮市高邮市盂城驿景区","江苏省",514,"YZ","高邮市",321084,119.438123,32.77077,"高邮盂城驿景区","盂城驿",119.432645132772,32.772556685105,8
"206","江苏省泰州市","江苏省",523,"TZ","list()",321200,119.978017,32.551332,"泰州秋雪湖生态景区","秋雪湖",119.973191219517,32.5534231140065,1
"207","江苏省宿迁市宿豫区龙王庙","江苏省",527,"SQ","宿豫区",321311,118.119374,34.03225,"宿迁龙王庙行宫","龙王庙",118.11359293852,34.0334206909835,27
"208","江苏省宿迁市宿城区洋河酒厂","江苏省",527,"SQ","宿城区",321302,118.375565,33.776712,"宿迁洋河酒厂文化旅游区","洋河",118.369924559671,33.7779415808073,20
"209","江苏省宿迁市宿豫区三台山森林公园","江苏省",527,"SQ","宿豫区",321311,118.321941,34.03339,"宿迁三台山森林公园","三台山",118.316361496232,34.0346498319701,42
"210","江苏省南京市高淳区国际慢城","江苏省",25,"NJ","高淳区",320118,119.075929,31.382557,"南京高淳国际慢城","国际慢城",119.070528290034,31.3843794797079,56
"211","江苏省南京市六合区金牛湖景区","江苏省",25,"NJ","六合区",320116,118.968617,32.469903,"南京金牛湖景区","金牛湖",118.963437022773,32.4720540316251,62
"212","江苏省南京市江宁区汤山紫清湖旅游区","江苏省",25,"NJ","江宁区",320115,119.035014,32.06334,"南京紫清湖旅游区","紫清湖",119.029640279736,32.0652738666587,79
"213","江苏省南京市江宁区文化旅游区","江苏省",25,"NJ","江宁区",320115,118.757727,31.9101,"南京牛首山文化旅游区","牛首山",118.752515865924,31.9121044370509,23
"214","江苏省无锡市滨湖区阖闾城遗址博物馆","江苏省",510,"WX","滨湖区",320211,120.135172,31.51203,"无锡阖闾城遗址博物馆","阖闾城",120.130316816379,31.5138251518374,24
"215","江苏省徐州市","江苏省",516,"XZ","list()",320300,117.505118,34.439674,"徐州凤鸣海景区","凤鸣海",117.49933199319,34.44088442746,52
"216","江苏省苏州市张家港市暨阳湖生态旅游区","江苏省",512,"SZ","张家港市",320582,120.543961,31.84287,"张家港暨阳湖生态旅游区","暨阳湖",120.539656217389,31.8449532377185,9
"217","江苏省苏州市","江苏省",512,"SZ","list()",320500,120.583397,31.131201,"苏州湾黄金湖岸旅游区","黄金湖岸",120.579231357548,31.1334636936977,3
"218","江苏省南京市浦口区国家森林公园","江苏省",25,"SZ","高新区",320111,120.464702,31.343971,"江苏大阳山国家森林公园","大阳山",120.460149275251,31.3458586193869,234
"219","江苏省淮安市涟水县五岛湖","江苏省",517,"HA","涟水县",320826,119.26373,33.766445,"涟水五岛湖旅游区","五岛湖",119.258299057145,33.7678290438023,9
"220","江苏省盐城市射阳县丹顶鹤","江苏省",515,"YC","射阳县",320924,120.503723,33.604079,"盐城丹顶鹤湿地生态旅游区","丹顶鹤",120.499119077692,33.6055078983603,0
"221","江苏省盐城市东台市黄海森林公园","江苏省",515,"YC","东台市",320981,120.83439,32.87245,"江苏东台黄海森林公园景区","黄海森林",120.830012125196,32.8744155591159,1
"222","江苏省扬州市","江苏省",514,"YZ","list()",321000,119.427459,32.416243,"扬州宋夹城景区","宋夹城",119.421995003206,32.4181324248814,9
"223","江苏省南京市鼓楼区郑和茶博园","江苏省",25,"ZJ","句容市",320106,119.264435,31.924049,"江苏茶博园","茶博园",119.259181502548,31.9260436168586,40
"224","江苏省泰州市高港区口岸雕花楼景区","江苏省",523,"TZ","高港区",321203,119.877781,32.30305,"泰州口岸雕花楼景区","雕花楼",119.873015889554,32.3052785945461,5
"225","江苏省宿迁市泗阳县妈祖文化园","江苏省",527,"SQ","泗阳县",321323,118.69468,33.69665,"泗阳妈祖文化园","妈祖文化",118.68936236139,33.6981195364642,15
"226","江苏省连云港市东海县东海","江苏省",518,"LYG","东海县",320722,118.740335,34.538953,"东海水晶文化旅游区","水晶文化",118.734870698035,34.5400590780564,17
"227","江苏省盐城市大丰区大丰","江苏省",515,"YC","大丰区",320904,120.600289,33.250784,"大丰上海知青纪念馆","上海知青",120.595954487184,33.2525711896036,3
"228","江苏省无锡市江阴市江苏学政文化旅游区","江苏省",510,"WX","江阴市",320281,120.272144,31.90771,"江阴江苏学政文化旅游区","江苏学政",120.267535744695,31.9096801691032,4
